Title,Year,Genre,Director,Lead_Actor,Budget_INR,BoxOffice_INR,IMDb_Rating,TMDB_Rating,BoxOfficeMojo_Score,Duration_Minutes,Language,Production_House,Release_Month,Certification
Pushpa,2018,Sci-Fi,S. S. Rajamouli,Akshay Kumar,128000000,108007997.2,5.2,7.8,4.89,161,Telugu,Production House 467,October,A
War,1985,Comedy,Rohit Shetty,Kartik Aaryan,49000000,161423435.5,5.5,3.5,22.21,104,Hindi,Production House 174,February,U
3 Idiots,1995,Romance,Imtiaz Ali,Kartik Aaryan,130000000,263607380.4,3.5,7.9,81.51,158,Hindi,Production House 274,March,U
Sholay,1981,Action,Rajkumar Hirani,Shah Rukh Khan,72000000,273473833.8,3.7,4.2,75.69,111,Hindi,Production House 311,July,A
KGF,1980,Comedy,Meghna Gulzar,Rajkummar Rao,35000000,94104545.5,1.8,6.5,8.19,109,Hindi,Production House 110,March,U/A
Queen,2009,Drama,Rajkumar Hirani,Ranveer Singh,110000000,262604691.1,9.4,7.9,47.96,157,Hindi,Production House 81,January,A
Lagaan,2022,Romance,Sanjay Leela Bhansali,Kartik Aaryan,42000000,86869589.98,4.4,7.7,30.18,134,Hindi,Production House 106,April,A
Kahaani,2016,Romance,Kabir Khan,Salman Khan,138000000,122486212.7,2.5,2.3,64.99,178,Hindi,Production House 31,July,U
Kahaani,2002,Comedy,Zoya Akhtar,Vijay,12000000,17060542.04,2.3,8.4,96.13,169,Hindi,Production House 64,June,A
Queen,1980,Comedy,Meghna Gulzar,Amitabh Bachchan,32000000,108030760.7,4.7,9.3,63.07,129,Hindi,Production House 276,December,U
Article 15,1998,Thriller,Rohit Shetty,Prabhas,19000000,51972267.66,6.7,3.1,74.57,135,Hindi,Production House 376,December,U/A
Singham,1982,Thriller,Lokesh Kanagaraj,Salman Khan,12000000,9784830.387,8,4,39.81,152,Tamil,Production House 285,October,U
Article 15,1981,Drama,Shoojit Sircar,Prabhas,58000000,170971398.3,9.3,9.4,3.27,101,Hindi,Production House 231,March,A
Kantara,2016,Adventure,Rohit Shetty,Vijay,138000000,102622592.8,6.7,9.9,41.81,141,Hindi,Production House 427,January,A
Queen,1996,Romance,Kabir Khan,Hrithik Roshan,33000000,92491451.71,4.8,5.1,51.08,96,Hindi,Production House 469,August,A
Drishyam,2007,Sci-Fi,Sanjay Leela Bhansali,Vijay,119000000,576236854.8,4.8,1.3,49.27,177,Tamil,Production House 183,February,U/A
Bajrangi Bhaijaan,1997,Action,Mani Ratnam,Rajkummar Rao,38000000,71555918.69,6.2,9.4,23.35,144,Tamil,Production House 73,May,U/A
Bajrangi Bhaijaan,2012,Action,Zoya Akhtar,Shah Rukh Khan,11000000,41313405.36,5.8,1.2,47.5,94,Hindi,Production House 414,March,U
Jawan,1994,Romance,Neeraj Pandey,Ayushmann Khurrana,44000000,169619304,6.8,4,71.8,136,Hindi,Production House 33,April,A
Kahaani,2001,Drama,Meghna Gulzar,Hrithik Roshan,78000000,181105696.2,5.5,1.8,31.15,127,Hindi,Production House 146,March,U/A
Kantara,2020,Sci-Fi,S. S. Rajamouli,Allu Arjun,145000000,459623128.4,1.5,5.6,63.4,132,Telugu,Production House 433,March,U
Queen,2006,Thriller,Rajkumar Hirani,Ayushmann Khurrana,66000000,173197688.9,5.5,1.3,15.32,159,Hindi,Production House 181,March,U
KGF,2016,Thriller,Meghna Gulzar,Shah Rukh Khan,90000000,159762023,1.2,3,27.8,97,Hindi,Production House 307,October,A
Sholay,2011,Thriller,Shoojit Sircar,Akshay Kumar,120000000,467560731.4,2.6,5.1,88.39,175,Hindi,Production House 266,November,A
Sholay,2024,Action,Rajkumar Hirani,Allu Arjun,69000000,252727664.2,4.5,1.7,62.66,139,Telugu,Production House 321,November,U/A
Dangal,1998,Action,Mani Ratnam,Vicky Kaushal,45000000,204861145.1,6,5.3,8.58,167,Tamil,Production House 28,August,A
3 Idiots,2007,Drama,Mani Ratnam,Salman Khan,127000000,416759111.7,2.7,3.4,26.46,98,Tamil,Production House 353,November,U/A
Bajrangi Bhaijaan,2007,Action,Neeraj Pandey,Hrithik Roshan,174000000,391367870.6,3.5,3.4,99.4,102,Hindi,Production House 487,January,U/A
Andhadhun,1989,Comedy,S. S. Rajamouli,Kartik Aaryan,120000000,445564081.4,4.4,9.4,27.01,139,Telugu,Production House 379,February,U/A
Barfi,1999,Action,Neeraj Pandey,Kartik Aaryan,70000000,229996412.3,2.8,7.2,58.05,167,Hindi,Production House 402,February,U
Kantara,2004,Thriller,Lokesh Kanagaraj,Vijay,120000000,392971664.1,10,9.4,55.03,124,Tamil,Production House 363,September,U/A
Queen,2000,Drama,S. S. Rajamouli,Pankaj Tripathi,143000000,618370596.6,8.2,6.2,40.24,114,Hindi,Production House 493,July,U/A
KGF,1993,Romance,Imtiaz Ali,Aamir Khan,105000000,482696384.6,8.3,9.2,3.38,150,Hindi,Production House 61,October,U/A
War,2001,Romance,Rajkumar Hirani,Shah Rukh Khan,54000000,70798724.45,6.1,8.5,28.43,120,Hindi,Production House 393,July,U
Queen,2005,Drama,Karan Johar,Kartik Aaryan,75000000,143491950.7,9.7,10,95.33,138,Hindi,Production House 220,August,A
Drishyam,2023,Comedy,Zoya Akhtar,Nawazuddin Siddiqui,167000000,572204734.3,7.6,5.5,1.92,132,Hindi,Production House 188,February,U/A
PK,1990,Romance,Karan Johar,Ranbir Kapoor,84000000,252629626.3,4,7.3,71.57,134,Hindi,Production House 87,October,U
Pushpa,1986,Thriller,Vetrimaaran,Ranbir Kapoor,83000000,285143824.3,6.5,2.4,89.27,173,Tamil,Production House 154,November,A
Drishyam,1996,Romance,Neeraj Pandey,Rajkummar Rao,24000000,58765576.73,5.9,9.5,76.24,96,Hindi,Production House 497,January,U
KGF,1997,Romance,Rajkumar Hirani,Rajkummar Rao,160000000,376956089.9,6.2,4.6,32.32,163,Hindi,Production House 43,December,U/A
Sholay,1986,Thriller,Imtiaz Ali,Salman Khan,127000000,130739206.9,8.4,9.2,52.05,95,Hindi,Production House 33,June,U
Barfi,1999,Action,Meghna Gulzar,Prabhas,41000000,135563100.3,5.6,1.9,86.75,178,Telugu,Production House 276,March,U
Sholay,2017,Comedy,Meghna Gulzar,Kartik Aaryan,7000000,9037248.056,7.6,5.6,97.55,139,Hindi,Production House 16,February,A
Pushpa,1990,Sci-Fi,Mani Ratnam,Kartik Aaryan,97000000,341400926.5,3.3,1,9.7,159,Hindi,Production House 339,March,A
ZNMD,2023,Thriller,Mani Ratnam,Salman Khan,191000000,926698593.1,9.4,4.7,12.43,134,Tamil,Production House 160,April,U
DDLJ,1995,Thriller,Meghna Gulzar,Vijay,105000000,173655061,1.8,1.7,95.58,143,Hindi,Production House 118,May,U/A
DDLJ,2006,Horror,Kabir Khan,Shah Rukh Khan,159000000,181209974.5,9.9,5,87.26,106,Hindi,Production House 11,October,U
Pushpa,1990,Drama,Imtiaz Ali,Vijay,36000000,21916389.74,6.7,6,21.11,175,Tamil,Production House 494,October,U
3 Idiots,1995,Adventure,Kabir Khan,Akshay Kumar,52000000,114645561.6,5.2,8.7,97.01,176,Hindi,Production House 108,April,A
PK,2002,Comedy,Sanjay Leela Bhansali,Pankaj Tripathi,50000000,73287488.24,3.8,3.7,20.9,118,Hindi,Production House 104,August,A
3 Idiots,1991,Action,Rajkumar Hirani,Ayushmann Khurrana,118000000,320177353.7,4.6,6.1,8.85,153,Hindi,Production House 318,June,A
Sholay,2019,Horror,Karan Johar,Amitabh Bachchan,99000000,283078335.5,8,1.6,68.19,160,Hindi,Production House 111,July,A
Swades,1982,Sci-Fi,Zoya Akhtar,Ranveer Singh,51000000,105670717.3,2.3,9.2,53.98,109,Hindi,Production House 154,April,A
Pathaan,1981,Thriller,Mani Ratnam,Ayushmann Khurrana,44000000,170481432,3.3,5.1,23.97,115,Hindi,Production House 119,December,U/A
DDLJ,2017,Sci-Fi,Neeraj Pandey,Vijay,135000000,617170052.5,2.1,3.3,92.83,118,Hindi,Production House 1,July,U/A
Sholay,2003,Sci-Fi,Zoya Akhtar,Salman Khan,120000000,174222472.8,4.8,5.2,40.42,96,Hindi,Production House 230,May,U
War,2008,Sci-Fi,Neeraj Pandey,Kartik Aaryan,161000000,686397736.8,4.5,5.3,40.29,123,Hindi,Production House 268,November,A
PK,2013,Horror,Vetrimaaran,Salman Khan,95000000,103582827.1,6.8,7.7,63.18,94,Hindi,Production House 313,December,A
PK,1999,Adventure,Rajkumar Hirani,Allu Arjun,62000000,94807909.49,10,9.8,23.08,166,Telugu,Production House 73,February,U
Jawan,1997,Action,Rajkumar Hirani,Irrfan Khan,182000000,550799447,9,2.7,58.68,95,Hindi,Production House 306,September,A
3 Idiots,1993,Horror,Lokesh Kanagaraj,Allu Arjun,14000000,26314633.79,8.9,1.5,36.4,122,Telugu,Production House 328,February,U
Andhadhun,1997,Horror,Rohit Shetty,Aamir Khan,65000000,44700406.25,6.8,6.9,69.5,132,Hindi,Production House 95,December,U/A
Swades,1981,Adventure,Karan Johar,Salman Khan,115000000,210096333.3,3.4,9,24.77,148,Hindi,Production House 212,February,U/A
Pathaan,1980,Horror,Shoojit Sircar,Kartik Aaryan,125000000,571489481.1,4.5,6.1,18.55,122,Hindi,Production House 147,March,U/A
RRR,1999,Thriller,Neeraj Pandey,Rajkummar Rao,65000000,83460274.86,3.3,1.7,24.98,172,Hindi,Production House 96,April,U/A
Andhadhun,2013,Thriller,Anurag Kashyap,Amitabh Bachchan,155000000,610216238.7,2.2,4.8,93.59,150,Hindi,Production House 119,July,U
Queen,2020,Drama,Shoojit Sircar,Shah Rukh Khan,10000000,37502690.27,4.9,6.9,84.92,107,Hindi,Production House 389,May,A
Kantara,2020,Romance,Meghna Gulzar,Amitabh Bachchan,79000000,77262922.11,9.1,4,82.89,103,Hindi,Production House 287,July,U
Swades,1990,Comedy,Zoya Akhtar,Shah Rukh Khan,192000000,380638721.4,7.7,8.6,78.07,110,Hindi,Production House 22,January,A
DDLJ,2006,Drama,Mani Ratnam,Irrfan Khan,119000000,160900292.8,9.9,3,63.7,128,Tamil,Production House 468,April,U
Bajrangi Bhaijaan,2002,Action,S. S. Rajamouli,Kartik Aaryan,159000000,96063954.64,2.8,4.3,9.84,123,Telugu,Production House 121,February,U/A
Sooryavanshi,2017,Horror,S. S. Rajamouli,Vijay,187000000,239113728.2,5.5,9.2,32.47,120,Tamil,Production House 76,June,U/A
Lagaan,2023,Thriller,Rajkumar Hirani,Ayushmann Khurrana,35000000,49248525.81,8.1,6.2,56.19,170,Hindi,Production House 83,February,U/A
Drishyam,1982,Horror,Anurag Kashyap,Hrithik Roshan,127000000,158357711.3,5.1,1.1,10.57,96,Hindi,Production House 357,April,U/A
3 Idiots,1991,Thriller,Neeraj Pandey,Salman Khan,162000000,147409865.7,4.2,3.2,3.01,174,Hindi,Production House 66,May,U
Lagaan,2009,Sci-Fi,Sanjay Leela Bhansali,Pankaj Tripathi,71000000,203654489.7,8.3,7.8,9.34,160,Hindi,Production House 260,August,U/A
KGF,2010,Comedy,Neeraj Pandey,Shah Rukh Khan,17000000,33181886.69,4.9,1.5,10.81,90,Hindi,Production House 158,May,A
Lagaan,2002,Drama,Lokesh Kanagaraj,Kartik Aaryan,63000000,288988694,9.2,9.9,10.95,175,Hindi,Production House 151,December,A
Kantara,1980,Drama,S. S. Rajamouli,Nawazuddin Siddiqui,58000000,77862715.15,3.4,9.1,19.02,111,Hindi,Production House 442,February,U/A
KGF,2020,Action,Zoya Akhtar,Prabhas,108000000,346991238.2,9.1,3,49.91,176,Telugu,Production House 277,October,A
PK,1999,Sci-Fi,Neeraj Pandey,Irrfan Khan,25000000,113819793.2,3.5,9.1,28.55,152,Hindi,Production House 438,August,U
Dangal,1985,Drama,Mani Ratnam,Ranveer Singh,47000000,33480611.2,3.6,7.3,86.01,151,Hindi,Production House 443,August,U
Kantara,1990,Drama,Neeraj Pandey,Ranveer Singh,15000000,42348729.29,4.8,4.8,87.61,135,Hindi,Production House 325,October,U
Jawan,2014,Romance,Mani Ratnam,Ajay Devgn,113000000,285665091.2,5.6,2.8,92.02,146,Hindi,Production House 7,January,U
ZNMD,1983,Adventure,Imtiaz Ali,Prabhas,71000000,332244765.3,4.8,2.8,47.12,134,Telugu,Production House 76,September,U
Gully Boy,2008,Comedy,Karan Johar,Ayushmann Khurrana,170000000,592780051.2,8.8,6.3,77.4,163,Hindi,Production House 105,August,U/A
Barfi,1989,Horror,Shoojit Sircar,Aamir Khan,99000000,205051408.1,8.2,4.7,59.1,165,Hindi,Production House 203,January,U/A
Queen,2008,Adventure,Mani Ratnam,Shah Rukh Khan,156000000,577487895.4,3.8,6.4,14.44,169,Hindi,Production House 46,September,A
Gully Boy,2017,Drama,Sanjay Leela Bhansali,Sushant Singh Rajput,110000000,343413740.3,5.6,4,63.57,174,Hindi,Production House 206,November,U
Baahubali,1980,Action,Lokesh Kanagaraj,Shah Rukh Khan,55000000,113424549.8,4.9,3.1,83.7,102,Hindi,Production House 447,September,U/A
Baahubali,2019,Horror,Rajkumar Hirani,Ranbir Kapoor,193000000,778488476.7,1.5,8.5,34.79,157,Hindi,Production House 295,August,A
Bajrangi Bhaijaan,1987,Thriller,Neeraj Pandey,Kartik Aaryan,50000000,175338196,7.7,9.3,74.67,126,Hindi,Production House 195,November,U/A
KGF,2017,Sci-Fi,Sanjay Leela Bhansali,Prabhas,47000000,24645547.1,2.6,7.3,77.45,179,Telugu,Production House 471,October,U
Pushpa,1996,Sci-Fi,Rohit Shetty,Amitabh Bachchan,31000000,136186277.5,9.4,2.5,64.36,103,Hindi,Production House 323,July,U
Kantara,1998,Drama,Neeraj Pandey,Salman Khan,89000000,203535298.8,4.6,1.8,88.33,126,Hindi,Production House 100,June,A
Baahubali,2012,Drama,Kabir Khan,Pankaj Tripathi,162000000,551531300.8,6.6,5.9,14.48,178,Hindi,Production House 246,May,U/A
Chak De India,1994,Horror,Kabir Khan,Pankaj Tripathi,98000000,223974829.5,8.4,6,84.34,103,Hindi,Production House 103,June,A
Barfi,2024,Adventure,Lokesh Kanagaraj,Nawazuddin Siddiqui,131000000,585062925.1,2.6,6.8,61.07,155,Tamil,Production House 216,January,A
Tanu Weds Manu,2010,Thriller,Imtiaz Ali,Irrfan Khan,195000000,668608104,5.9,9.2,85.57,155,Hindi,Production House 169,January,U
Kahaani,2000,Romance,Kabir Khan,Ranveer Singh,14000000,43501331.17,3.1,6.8,53.27,122,Hindi,Production House 481,September,U
Andhadhun,1982,Comedy,Imtiaz Ali,Salman Khan,135000000,663010835.7,5.6,9.2,32.8,91,Hindi,Production House 32,June,A
Chak De India,1981,Romance,Anurag Kashyap,Rajkummar Rao,64000000,112824469.8,6.2,2.1,89.72,142,Hindi,Production House 222,March,U
Pathaan,2014,Adventure,Lokesh Kanagaraj,Ranbir Kapoor,31000000,24602973.54,2.5,7.4,87.74,178,Tamil,Production House 164,September,U
Kahaani,2020,Action,Meghna Gulzar,Pankaj Tripathi,127000000,358399962.4,6.2,9.3,26.77,144,Hindi,Production House 387,March,U/A
War,1995,Horror,Zoya Akhtar,Irrfan Khan,177000000,426230204.6,5.1,5.2,74.41,134,Hindi,Production House 454,September,A
Lagaan,2024,Drama,Shoojit Sircar,Salman Khan,66000000,167924144.6,5.7,9.7,9.13,126,Hindi,Production House 352,May,U
Pushpa,2000,Romance,Rohit Shetty,Shah Rukh Khan,156000000,513313596.5,9.1,6,8.6,116,Hindi,Production House 70,January,U
Drishyam,1991,Comedy,Mani Ratnam,Vijay,50000000,163402368.2,5.4,9.5,51.14,179,Tamil,Production House 184,November,U
Padmaavat,2007,Action,Mani Ratnam,Shah Rukh Khan,130000000,294474611.6,5.3,7.7,3.58,141,Hindi,Production House 107,May,U
Bajrangi Bhaijaan,1991,Sci-Fi,Vetrimaaran,Salman Khan,176000000,771398603,5.2,5.1,43.38,175,Tamil,Production House 68,October,U
Queen,2012,Adventure,Zoya Akhtar,Allu Arjun,67000000,229914740.6,6.6,1.3,79.07,136,Hindi,Production House 68,February,U
Barfi,1999,Romance,Kabir Khan,Vicky Kaushal,8000000,36036820.45,4.3,6.9,88.95,147,Hindi,Production House 141,February,A
Swades,2019,Drama,Vetrimaaran,Salman Khan,20000000,92183851.46,8.2,3.3,25.48,96,Tamil,Production House 433,January,U/A
Article 15,2000,Comedy,Zoya Akhtar,Ayushmann Khurrana,183000000,229281494.5,3.6,3.6,7.7,102,Hindi,Production House 251,October,U/A
Dangal,2018,Drama,Vetrimaaran,Irrfan Khan,78000000,277877217.7,3.7,1.2,63.07,137,Hindi,Production House 235,April,A
Dangal,2020,Drama,Anurag Kashyap,Allu Arjun,116000000,223741192.9,6.3,6,26.48,117,Telugu,Production House 451,April,U
Article 15,2021,Action,Imtiaz Ali,Sushant Singh Rajput,105000000,447712728.3,3.3,3.6,2.34,134,Hindi,Production House 355,May,U
Sooryavanshi,2015,Comedy,Karan Johar,Aamir Khan,180000000,683609779.5,1.8,9.8,13.12,145,Hindi,Production House 492,April,A
War,2001,Thriller,Sanjay Leela Bhansali,Vicky Kaushal,197000000,274689825,2.9,7.7,93.84,177,Hindi,Production House 303,February,U
Padmaavat,2005,Sci-Fi,Rajkumar Hirani,Aamir Khan,49000000,231490134,9.2,4.2,87.51,124,Hindi,Production House 80,May,U/A
Dangal,1986,Adventure,Karan Johar,Pankaj Tripathi,135000000,482713496.7,1.1,3.7,82.96,144,Hindi,Production House 24,August,U/A
Andhadhun,1986,Drama,Karan Johar,Ayushmann Khurrana,21000000,100145828.3,2.2,7.4,33.95,126,Hindi,Production House 40,June,A
Baahubali,1987,Adventure,Meghna Gulzar,Shah Rukh Khan,169000000,238053446.5,7.8,3.3,71.45,98,Hindi,Production House 152,May,U
Dangal,2005,Comedy,Meghna Gulzar,Rajkummar Rao,9000000,39723056.32,9.8,5,95.7,92,Hindi,Production House 313,July,U
Padmaavat,2003,Drama,Karan Johar,Akshay Kumar,179000000,627632656.8,7.2,2.4,56.76,91,Hindi,Production House 366,January,U
Barfi,2003,Romance,Mani Ratnam,Kartik Aaryan,48000000,143293904.3,9.3,3.3,33.31,147,Hindi,Production House 152,June,U
ZNMD,2019,Romance,Vetrimaaran,Hrithik Roshan,165000000,691730828.1,8.7,1.9,79.93,111,Hindi,Production House 230,February,U/A
KGF,1991,Comedy,Imtiaz Ali,Vicky Kaushal,25000000,83697187.27,5.3,4.8,43.03,174,Hindi,Production House 325,May,U/A
KGF,1987,Sci-Fi,Lokesh Kanagaraj,Salman Khan,199000000,699126943.8,4,9.3,57.73,113,Tamil,Production House 319,October,U
PK,1988,Action,Zoya Akhtar,Allu Arjun,72000000,118189269.3,6.7,1.9,54.12,167,Hindi,Production House 147,April,A
Queen,1982,Thriller,Sanjay Leela Bhansali,Ajay Devgn,36000000,150362697.6,5.8,4.9,21.74,143,Hindi,Production House 318,December,A
Dangal,2000,Romance,Zoya Akhtar,Hrithik Roshan,28000000,95938140.49,1.2,3.7,0.07,106,Hindi,Production House 455,July,U/A
Swades,2010,Action,Zoya Akhtar,Amitabh Bachchan,167000000,718058467.8,9.6,4.3,99.88,147,Hindi,Production House 286,September,A
Bajrangi Bhaijaan,2003,Thriller,Zoya Akhtar,Ajay Devgn,150000000,312280701.7,6.1,7.9,41.68,147,Hindi,Production House 89,September,U/A
DDLJ,1983,Romance,Sanjay Leela Bhansali,Vijay,71000000,141481384.1,8.9,4.9,28.38,110,Tamil,Production House 449,October,U/A
KGF,1999,Thriller,Lokesh Kanagaraj,Shah Rukh Khan,107000000,65009277.45,7.6,6.9,76.59,166,Tamil,Production House 386,January,A
Singham,1995,Horror,Sanjay Leela Bhansali,Ayushmann Khurrana,58000000,229605990.3,4.1,9.7,59.25,152,Hindi,Production House 200,July,U
Pathaan,1989,Drama,Anurag Kashyap,Irrfan Khan,158000000,313853529.2,9.1,6.5,88.05,152,Hindi,Production House 324,July,U
Bajrangi Bhaijaan,2022,Comedy,Shoojit Sircar,Kartik Aaryan,192000000,378711435.6,8.1,4,78.11,133,Hindi,Production House 248,May,U/A
KGF,2005,Romance,S. S. Rajamouli,Irrfan Khan,129000000,464281361.2,4.9,4.6,28.18,129,Telugu,Production House 495,August,U
Padmaavat,2008,Romance,S. S. Rajamouli,Nawazuddin Siddiqui,121000000,198187157.9,8.6,7.3,59.22,164,Hindi,Production House 224,October,U/A
Pathaan,1984,Adventure,S. S. Rajamouli,Prabhas,69000000,316750861.1,3.4,7.2,50.27,155,Telugu,Production House 238,April,U
Padmaavat,1990,Drama,Vetrimaaran,Sushant Singh Rajput,183000000,534597343.8,7,4.3,95.51,156,Hindi,Production House 486,November,U/A
Drishyam,2008,Romance,Karan Johar,Aamir Khan,118000000,573792412.3,2,7.5,23.96,168,Hindi,Production House 497,January,A
Kantara,2024,Romance,Neeraj Pandey,Aamir Khan,192000000,162241881.7,8.8,6,28.38,135,Hindi,Production House 390,April,U
Kahaani,1994,Horror,Anurag Kashyap,Prabhas,191000000,385001403.5,7.6,9.8,92.04,113,Hindi,Production House 108,November,U/A
Bajrangi Bhaijaan,1985,Romance,Anurag Kashyap,Pankaj Tripathi,80000000,177329323.6,2.4,9.2,45.78,161,Hindi,Production House 192,February,A
Drishyam,1994,Romance,Rajkumar Hirani,Vijay,21000000,79524758.05,1.2,8.4,45.73,159,Hindi,Production House 241,March,A
Dangal,2022,Romance,Neeraj Pandey,Vicky Kaushal,153000000,223124514.6,4.5,1.3,86.82,140,Hindi,Production House 488,April,A
Chak De India,1999,Action,Meghna Gulzar,Ranveer Singh,199000000,435622211.7,7.1,4.4,29.61,166,Hindi,Production House 97,July,A
Article 15,2013,Romance,Rajkumar Hirani,Sushant Singh Rajput,112000000,514963842.2,3.5,6.2,69.69,93,Hindi,Production House 229,December,U
Pushpa,1981,Drama,Meghna Gulzar,Akshay Kumar,32000000,32495327.25,9.8,5.7,72.15,120,Hindi,Production House 266,September,U
Dangal,2023,Horror,Shoojit Sircar,Ranbir Kapoor,48000000,184989984.1,9.4,7.9,44.24,154,Hindi,Production House 246,April,U
Sholay,1995,Romance,Rohit Shetty,Shah Rukh Khan,194000000,710269502.5,6.4,9.2,33.4,119,Hindi,Production House 152,February,U
Swades,1998,Thriller,Meghna Gulzar,Ayushmann Khurrana,174000000,189185475,3.8,8.1,74.67,161,Hindi,Production House 228,October,U/A
Singham,2013,Horror,Zoya Akhtar,Nawazuddin Siddiqui,98000000,352624393.1,9.1,3,25.59,129,Hindi,Production House 131,October,A
Barfi,1993,Horror,Meghna Gulzar,Nawazuddin Siddiqui,26000000,79664703.35,8.2,5.4,81.93,103,Hindi,Production House 47,April,U/A
War,2003,Thriller,Vetrimaaran,Ranbir Kapoor,42000000,75341721.72,1.8,4.5,41.64,133,Tamil,Production House 229,August,U/A
KGF,2007,Drama,Lokesh Kanagaraj,Hrithik Roshan,18000000,34202436.8,5.3,7.9,1.84,123,Tamil,Production House 475,November,U
Gully Boy,2011,Action,Kabir Khan,Amitabh Bachchan,115000000,488573502.5,9.8,9.1,56.93,128,Hindi,Production House 88,February,A
Tanu Weds Manu,2016,Sci-Fi,Neeraj Pandey,Ranveer Singh,126000000,193985497.2,5.1,3.6,19.44,93,Hindi,Production House 208,December,A
3 Idiots,1989,Adventure,S. S. Rajamouli,Ajay Devgn,158000000,443586956.4,9.4,5.4,46.66,177,Hindi,Production House 303,December,A
Sholay,2024,Sci-Fi,Lokesh Kanagaraj,Vijay,172000000,613209896.7,9.8,7.6,80.83,116,Tamil,Production House 352,August,U/A
Pathaan,1988,Drama,S. S. Rajamouli,Sushant Singh Rajput,58000000,62904342.22,4.5,1.4,19,131,Telugu,Production House 440,May,U
Queen,2003,Action,Sanjay Leela Bhansali,Salman Khan,145000000,680860901,9.7,9.7,20.81,100,Hindi,Production House 53,February,U/A
Tanu Weds Manu,2015,Comedy,Lokesh Kanagaraj,Ayushmann Khurrana,131000000,219143928.7,2.2,8.2,47.38,176,Tamil,Production House 208,August,U
Sooryavanshi,2008,Thriller,Neeraj Pandey,Vijay,23000000,44499414.53,2.4,5.9,47.65,121,Hindi,Production House 457,February,U/A
RRR,2008,Adventure,Shoojit Sircar,Kartik Aaryan,46000000,160885957.8,3.5,8,45.37,139,Hindi,Production House 336,April,U
Pushpa,2002,Horror,S. S. Rajamouli,Ajay Devgn,45000000,38333808.55,5.2,8.5,69.45,142,Telugu,Production House 306,February,A
Pathaan,2006,Horror,Anurag Kashyap,Allu Arjun,54000000,179509883.7,2.6,5.4,26.91,93,Telugu,Production House 272,June,U/A
PK,2010,Horror,Zoya Akhtar,Vicky Kaushal,135000000,623988200.8,4.1,5,26.05,108,Hindi,Production House 260,March,U
ZNMD,2022,Thriller,Rohit Shetty,Prabhas,163000000,264207922.3,1.9,8.5,2.24,160,Hindi,Production House 497,July,A
Pushpa,1986,Thriller,Shoojit Sircar,Pankaj Tripathi,80000000,170286781.6,4.9,8.7,38.17,122,Hindi,Production House 395,June,A
